@relation train_80p100_38556_weather_only

@attribute weather_description {'overcast clouds',haze,'scattered clouds','sky is clear','broken clouds',mist,'moderate rain','Sky is Clear','light snow','heavy snow','proximity thunderstorm','few clouds','light rain','light intensity drizzle',fog,'heavy intensity rain',snow,drizzle,'proximity shower rain',thunderstorm,smoke,'thunderstorm with light rain','very heavy rain','heavy intensity drizzle','proximity thunderstorm with rain','thunderstorm with rain','shower drizzle','light shower snow','thunderstorm with heavy rain','thunderstorm with light drizzle','proximity thunderstorm with drizzle',SQUALLS,'light intensity shower rain','freezing rain','light rain and snow',sleet,'thunderstorm with drizzle'}
@attribute traffic_volume numeric

@data
mist,2484
'overcast clouds',429
'light snow',4767
'light snow',586
'overcast clouds',408
'heavy intensity drizzle',6186
'Sky is Clear',484
'sky is clear',6504
'few clouds',6293
'overcast clouds',5405
'sky is clear',4546
'sky is clear',364
'sky is clear',2921
'light rain',3414
'sky is clear',656
'light rain',2838
'sky is clear',703
'light rain',4630
'Sky is Clear',1064
'light rain',1776
'sky is clear',325
'sky is clear',5659
mist,6464
'scattered clouds',3233
drizzle,2511
'light rain',295
'overcast clouds',3172
mist,2712
'broken clouds',4562
'light intensity drizzle',6762
mist,2958
thunderstorm,530
'light intensity drizzle',5610
mist,4480
'overcast clouds',527
'overcast clouds',2693
'Sky is Clear',253
'light snow',6071
'broken clouds',2664
'light rain',5453
'sky is clear',2404
'sky is clear',3124
'scattered clouds',738
'few clouds',4071
'scattered clouds',5991
'sky is clear',562
'Sky is Clear',4665
'scattered clouds',3454
mist,1385
'sky is clear',495
'sky is clear',991
mist,2056
'sky is clear',1508
mist,4991
'scattered clouds',6089
mist,933
'broken clouds',1
'light rain',4631
fog,5135
'heavy intensity rain',4537
'light intensity drizzle',295
'overcast clouds',4453
'light intensity drizzle',895
haze,4596
mist,2669
'overcast clouds',5065
'sky is clear',4255
'few clouds',5554
'sky is clear',4175
'scattered clouds',3530
'sky is clear',5337
'scattered clouds',6511
mist,2736
'moderate rain',3022
'Sky is Clear',5382
'light rain',815
'sky is clear',3147
'scattered clouds',1320
'sky is clear',6590
'sky is clear',4124
'broken clouds',2780
'light rain',4898
mist,807
'light rain',4949
'sky is clear',5030
'scattered clouds',5153
'overcast clouds',2022
'sky is clear',1074
'sky is clear',676
haze,2935
'moderate rain',3165
haze,4325
'light rain',5442
'Sky is Clear',4044
'light snow',307
mist,2981
'scattered clouds',4369
'sky is clear',2667
'overcast clouds',2215
mist,2685
mist,4510
'heavy intensity rain',1293
haze,4985
mist,478
'scattered clouds',6294
'broken clouds',321
'light rain',4792
'sky is clear',4043
'moderate rain',5359
'broken clouds',2590
mist,5577
'light intensity drizzle',592
'broken clouds',5597
'light snow',480
'sky is clear',5728
'sky is clear',3565
drizzle,1150
'broken clouds',3018
'moderate rain',1776
'Sky is Clear',6330
'sky is clear',596
'sky is clear',3374
'broken clouds',5379
'light snow',259
'sky is clear',585
'sky is clear',1247
'overcast clouds',2981
'Sky is Clear',5031
'broken clouds',951
fog,1417
'light snow',1051
'sky is clear',561
'sky is clear',422
mist,6603
'Sky is Clear',5207
'sky is clear',2891
'scattered clouds',2437
snow,1128
'heavy intensity rain',2368
'light intensity drizzle',4749
'light snow',388
'sky is clear',4280
'sky is clear',1654
'sky is clear',4982
'heavy snow',5861
'overcast clouds',3728
'scattered clouds',4562
'sky is clear',2985
'light rain',5023
haze,5875
'few clouds',1158
'sky is clear',2274
mist,2279
fog,1642
haze,6708
'scattered clouds',3570
'light intensity drizzle',720
'sky is clear',5723
'Sky is Clear',375
fog,6364
'sky is clear',5170
'sky is clear',3472
'light intensity drizzle',4926
mist,4208
'sky is clear',1529
'broken clouds',6277
mist,5238
'sky is clear',2114
'sky is clear',259
mist,702
'sky is clear',2344
'sky is clear',357
'sky is clear',691
'broken clouds',5690
'broken clouds',1937
'overcast clouds',3163
mist,963
'moderate rain',3476
mist,937
'few clouds',5457
'few clouds',2058
'sky is clear',463
'overcast clouds',4051
'sky is clear',353
'broken clouds',4725
'overcast clouds',4880
'light rain',2045
haze,675
'light snow',2987
'sky is clear',5398
'sky is clear',313
'light intensity drizzle',3504
'overcast clouds',5118
'scattered clouds',2999
'sky is clear',5681
'sky is clear',2966
'light rain',2943
'few clouds',2793
mist,304
'sky is clear',4068
'overcast clouds',4994
'sky is clear',3467
mist,4621
'sky is clear',761
'moderate rain',4804
'scattered clouds',3052
'scattered clouds',3697
'sky is clear',697
'sky is clear',4786
'light rain',5264
'few clouds',411
'moderate rain',828
'broken clouds',2519
'few clouds',3818
'overcast clouds',4100
'moderate rain',971
'sky is clear',4324
'sky is clear',1115
'overcast clouds',4651
'sky is clear',3509
mist,5861
'broken clouds',656
mist,4457
'light snow',3019
'Sky is Clear',2737
'sky is clear',3028
'broken clouds',344
'Sky is Clear',2064
'overcast clouds',683
'light snow',1977
'light rain',3123
haze,3887
'sky is clear',4307
'sky is clear',3027
haze,4454
'few clouds',5093
haze,2826
mist,5735
'light rain',2221
'heavy snow',4524
mist,4687
'proximity thunderstorm with rain',2886
'Sky is Clear',6236
'scattered clouds',2271
'few clouds',567
fog,382
'sky is clear',429
'sky is clear',6021
'overcast clouds',1776
'light rain',5995
mist,299
mist,910
'scattered clouds',6304
'broken clouds',2320
'broken clouds',3090
'few clouds',4449
mist,1374
'proximity thunderstorm',697
'sky is clear',4536
'broken clouds',3544
'light rain',438
smoke,4307
drizzle,315
haze,4705
'overcast clouds',5248
'scattered clouds',5407
'sky is clear',5495
mist,4610
'light intensity drizzle',2622
'few clouds',4326
mist,5700
'proximity shower rain',5590
'light snow',5439
mist,3556
'sky is clear',5122
'sky is clear',5810
'moderate rain',4945
mist,1513
'scattered clouds',4647
'sky is clear',1354
fog,2318
'light snow',4103
'light rain',4076
mist,2800
'sky is clear',1415
'sky is clear',748
'sky is clear',5004
'overcast clouds',5764
'sky is clear',359
'light rain',2929
'overcast clouds',4489
'sky is clear',323
'moderate rain',3900
haze,4496
'moderate rain',2198
mist,5855
mist,365
'light snow',4504
'broken clouds',1452
'few clouds',3639
mist,651
'sky is clear',4124
'overcast clouds',4930
mist,617
'broken clouds',4363
'sky is clear',4169
'moderate rain',6000
drizzle,300
'moderate rain',1598
mist,319
'sky is clear',4393
drizzle,2990
mist,5237
'Sky is Clear',1179
'light rain',4669
mist,6656
'proximity thunderstorm',1651
'light snow',4360
fog,1478
'broken clouds',6177
'sky is clear',4360
'sky is clear',3121
'light rain',5418
'few clouds',4189
'sky is clear',2459
'few clouds',4879
'moderate rain',6039
'heavy intensity drizzle',5259
mist,376
'broken clouds',2261
'sky is clear',939
'sky is clear',5470
'sky is clear',4287
fog,6036
'overcast clouds',3880
'sky is clear',4600
'few clouds',2643
'light snow',4520
'sky is clear',3942
'broken clouds',5293
'light intensity drizzle',247
'Sky is Clear',415
'sky is clear',4913
mist,378
'light snow',291
mist,1017
'sky is clear',4389
'light rain',2634
'broken clouds',2612
'broken clouds',5034
'sky is clear',4207
'sky is clear',1818
'overcast clouds',984
haze,5242
'sky is clear',5106
'broken clouds',5083
'Sky is Clear',5554
'overcast clouds',315
'sky is clear',4702
'overcast clouds',4542
'sky is clear',1612
mist,4631
'overcast clouds',360
'sky is clear',2403
'scattered clouds',4001
'scattered clouds',4546
'broken clouds',5967
'scattered clouds',4705
'light snow',4454
'sky is clear',446
mist,3263
drizzle,6584
'scattered clouds',4546
'overcast clouds',1359
'sky is clear',1115
'Sky is Clear',706
'light rain',4835
mist,366
'overcast clouds',780
'light snow',2145
'moderate rain',1016
'few clouds',6379
'light snow',2883
'few clouds',6447
'sky is clear',4331
mist,4192
'light rain',4799
fog,3932
'sky is clear',3112
'few clouds',4730
'Sky is Clear',4767
'broken clouds',5731
mist,211
'sky is clear',4557
'broken clouds',2384
'sky is clear',302
haze,4255
'broken clouds',4062
'light rain',4858
mist,1935
fog,5511
'scattered clouds',4970
'overcast clouds',2597
'broken clouds',4797
'heavy snow',3570
mist,5705
mist,2721
mist,399
'overcast clouds',3120
'sky is clear',4953
'sky is clear',3263
'light snow',3374
'sky is clear',1263
'broken clouds',466
mist,2856
mist,5836
'Sky is Clear',4047
'broken clouds',4259
mist,3654
'broken clouds',1699
'overcast clouds',355
'broken clouds',257
mist,347
mist,1995
'light rain',3689
drizzle,877
'sky is clear',369
fog,555
mist,5732
'heavy intensity rain',5436
'light snow',397
'broken clouds',5117
mist,582
'broken clouds',6415
'broken clouds',2121
'sky is clear',6823
'thunderstorm with rain',396
'scattered clouds',6193
mist,5994
'scattered clouds',1185
haze,868
'light snow',4037
mist,1770
'moderate rain',3205
'sky is clear',4499
'thunderstorm with light rain',3628
'overcast clouds',4799
'scattered clouds',2710
'overcast clouds',316
'few clouds',6136
'Sky is Clear',2876
'Sky is Clear',5071
'overcast clouds',5830
'Sky is Clear',390
'sky is clear',5769
'Sky is Clear',2608
'heavy snow',4695
'Sky is Clear',4850
mist,448
'sky is clear',6152
'sky is clear',6094
'scattered clouds',5721
'heavy snow',3902
'sky is clear',1035
'sky is clear',2347
'broken clouds',3685
'sky is clear',2090
'broken clouds',4881
mist,260
'overcast clouds',604
'light rain',2644
'scattered clouds',4217
'few clouds',5930
'overcast clouds',4876
'broken clouds',3480
'scattered clouds',5760
'proximity thunderstorm',6298
'scattered clouds',4860
'Sky is Clear',4661
'light intensity drizzle',4724
'broken clouds',3004
'light rain',2016
'moderate rain',5656
'overcast clouds',230
'light snow',3948
'sky is clear',610
'Sky is Clear',672
'sky is clear',6199
'scattered clouds',3257
'overcast clouds',5952
'sky is clear',2284
'sky is clear',1112
'sky is clear',3438
haze,3567
mist,6326
'overcast clouds',4016
mist,6857
'heavy snow',4944
mist,2511
'light rain',3076
mist,4108
'broken clouds',4987
'scattered clouds',292
'Sky is Clear',4094
'sky is clear',355
'light rain',1693
'broken clouds',4446
'light rain',2812
'few clouds',1020
'thunderstorm with heavy rain',696
'scattered clouds',5714
'broken clouds',3281
'sky is clear',859
'few clouds',2795
'sky is clear',4778
fog,798
'scattered clouds',2158
'moderate rain',3145
mist,5677
'overcast clouds',3697
'broken clouds',351
'sky is clear',6233
'broken clouds',5908
'light snow',3018
'few clouds',678
'sky is clear',3026
'sky is clear',1766
'proximity thunderstorm',5428
fog,6518
mist,5341
'scattered clouds',2526
'sky is clear',5669
'light snow',350
'sky is clear',5844
'scattered clouds',6497
'overcast clouds',3216
'sky is clear',2048
'sky is clear',3080
'overcast clouds',2316
fog,387
mist,4506
'light snow',2026
'Sky is Clear',6638
'overcast clouds',5418
mist,272
'light snow',2915
'broken clouds',5219
'few clouds',2234
'scattered clouds',4195
'sky is clear',843
'Sky is Clear',6655
'moderate rain',6702
drizzle,2527
'broken clouds',359
'heavy intensity rain',3695
'sky is clear',3209
'scattered clouds',6592
'sky is clear',3468
mist,5316
'few clouds',6199
mist,5180
'light intensity drizzle',4365
'light rain',5556
'moderate rain',3498
'broken clouds',5548
'broken clouds',6692
'sky is clear',5068
'sky is clear',6527
'light rain',4979
'broken clouds',1116
'light rain',4567
'broken clouds',5445
'sky is clear',1018
'sky is clear',435
'light intensity drizzle',942
'sky is clear',232
'Sky is Clear',5097
'light intensity drizzle',5857
fog,5133
'few clouds',4454
'scattered clouds',3125
'light rain',326
'heavy snow',4621
'sky is clear',840
'broken clouds',4680
'overcast clouds',821
'Sky is Clear',2998
'sky is clear',4880
'light snow',477
'proximity shower rain',6827
haze,2572
mist,2301
'scattered clouds',930
'sky is clear',5888
'sky is clear',6147
'broken clouds',6037
'overcast clouds',6246
'sky is clear',7
mist,2709
mist,2024
mist,590
'light rain',6036
fog,4719
'light snow',2524
'sky is clear',4241
'sky is clear',3893
'proximity thunderstorm',3945
'scattered clouds',3756
'overcast clouds',5300
'sky is clear',3937
'sky is clear',333
'scattered clouds',5789
'heavy intensity rain',2907
mist,4555
'overcast clouds',237
drizzle,5104
'few clouds',4821
'heavy intensity rain',2957
'light rain',2111
'light rain',5131
'sky is clear',1650
'sky is clear',5708
mist,6523
mist,6223
'few clouds',6816
'light rain',2249
'overcast clouds',5108
snow,5644
'overcast clouds',3671
fog,632
'sky is clear',4548
'overcast clouds',1343
'few clouds',4917
'broken clouds',6562
'overcast clouds',331
'light rain and snow',521
'sky is clear',5008
mist,630
'Sky is Clear',5413
'overcast clouds',1905
'sky is clear',5535
mist,312
'scattered clouds',5116
haze,5906
'light intensity drizzle',5171
'light rain',4339
'sky is clear',5800
'sky is clear',791
'moderate rain',5262
'overcast clouds',5441
'light snow',357
'few clouds',5502
'sky is clear',4398
snow,5118
'sky is clear',4928
'sky is clear',343
'scattered clouds',4989
'sky is clear',4693
'Sky is Clear',2545
'scattered clouds',5662
'Sky is Clear',5668
'few clouds',3956
'overcast clouds',787
mist,390
'sky is clear',4979
'sky is clear',6386
'sky is clear',3622
'thunderstorm with light drizzle',733
fog,2987
'heavy snow',5869
'sky is clear',913
'broken clouds',4801
'few clouds',809
'sky is clear',373
'sky is clear',805
'sky is clear',4612
'scattered clouds',782
fog,5908
'scattered clouds',4298
'overcast clouds',3839
'broken clouds',5888
'Sky is Clear',2934
'broken clouds',5701
'sky is clear',835
'scattered clouds',6129
'sky is clear',3090
'sky is clear',1006
'overcast clouds',4025
mist,4904
'sky is clear',352
'sky is clear',4795
'overcast clouds',5347
'light rain',2413
'broken clouds',5113
'light rain',912
'light rain',2815
haze,332
'light intensity drizzle',3867
'light snow',3853
'broken clouds',1169
'light rain',316
'light rain',3294
haze,2004
haze,4776
'overcast clouds',3874
'overcast clouds',350
'overcast clouds',1438
'sky is clear',3021
'sky is clear',807
fog,921
'proximity shower rain',6789
'sky is clear',1323
'broken clouds',4015
'broken clouds',6272
'scattered clouds',632
'overcast clouds',2623
'sky is clear',728
'broken clouds',3707
'few clouds',4896
'scattered clouds',5439
'broken clouds',2177
'overcast clouds',5475
'overcast clouds',5036
'sky is clear',5120
'light intensity drizzle',5237
'sky is clear',2199
'sky is clear',4224
'sky is clear',3539
mist,249
'sky is clear',4262
'scattered clouds',2941
drizzle,5262
mist,992
'sky is clear',369
'sky is clear',4885
mist,578
'light rain',5803
snow,4409
'light intensity drizzle',4148
mist,858
'overcast clouds',355
'scattered clouds',4693
haze,5324
'light intensity drizzle',5034
'Sky is Clear',330
haze,5523
mist,1313
'sky is clear',860
'sky is clear',1025
'sky is clear',560
'sky is clear',5185
'scattered clouds',4423
'sky is clear',2016
'Sky is Clear',3243
'light rain',3095
'Sky is Clear',4969
'sky is clear',356
'sky is clear',791
'sky is clear',721
'sky is clear',2406
'sky is clear',5290
'light intensity drizzle',2627
'light rain',3342
mist,4517
'light intensity drizzle',3521
mist,5018
mist,2917
mist,2533
'light intensity drizzle',5096
'Sky is Clear',4532
mist,1539
'proximity shower rain',4326
'broken clouds',3043
'broken clouds',5964
'sky is clear',3679
'few clouds',579
'broken clouds',4388
'broken clouds',4414
mist,3839
'heavy snow',701
'sky is clear',1401
'overcast clouds',1998
haze,1347
haze,5779
'sky is clear',329
mist,888
fog,1510
'overcast clouds',5554
'sky is clear',600
'broken clouds',3538
'overcast clouds',4708
'light snow',462
mist,1313
'light rain',2917
'broken clouds',3155
'sky is clear',578
haze,4752
'light snow',5318
'light snow',5323
'sky is clear',2608
'Sky is Clear',5243
'moderate rain',3156
'Sky is Clear',4636
mist,2712
'scattered clouds',4403
'sky is clear',5816
'sky is clear',4042
'light rain',4754
'light intensity drizzle',2876
'light rain',854
'sky is clear',620
mist,1190
'scattered clouds',4408
'sky is clear',3441
'sky is clear',410
fog,4001
'moderate rain',3615
mist,6683
'light intensity drizzle',251
'Sky is Clear',5555
'scattered clouds',1388
snow,2887
'light snow',3449
'light rain',6216
haze,3353
mist,2925
drizzle,366
'light rain',4150
'light snow',5052
'heavy intensity rain',4052
'light intensity drizzle',2730
'sky is clear',2069
'heavy snow',1881
'scattered clouds',5895
'overcast clouds',4541
'light rain',4698
'overcast clouds',4943
'few clouds',4464
'sky is clear',640
'sky is clear',839
'moderate rain',375
'broken clouds',334
'broken clouds',4521
'broken clouds',4738
'few clouds',2186
'Sky is Clear',5815
snow,1143
'sky is clear',4348
fog,486
'broken clouds',2332
'light rain',903
'light snow',3763
'sky is clear',5231
'sky is clear',3386
'light snow',4382
'light snow',462
haze,4974
'few clouds',1477
'scattered clouds',2140
'light rain',2926
mist,3169
'light intensity drizzle',873
'overcast clouds',1547
'broken clouds',5048
'sky is clear',4490
mist,1210
'few clouds',3108
'overcast clouds',3252
'light rain',253
'light rain',2622
'moderate rain',6350
'broken clouds',870
'sky is clear',6180
haze,5088
'light rain',2271
'sky is clear',4435
'light snow',462
'broken clouds',5999
haze,4951
'moderate rain',2251
'overcast clouds',5867
'sky is clear',1211
'light rain',2899
mist,6454
mist,5496
'light intensity drizzle',298
mist,1190
haze,357
snow,4539
'sky is clear',4482
'sky is clear',3472
mist,3240
haze,5897
'proximity shower rain',2859
mist,6068
'light snow',2975
fog,4303
'overcast clouds',4996
'light rain',444
'sky is clear',4792
mist,1057
'few clouds',2654
'sky is clear',5335
'broken clouds',2653
'sky is clear',308
drizzle,5728
drizzle,457
'Sky is Clear',2598
fog,603
mist,5006
'Sky is Clear',6088
'sky is clear',2839
'moderate rain',2105
